tree_id,legal_status,species,address,site_order,site_info,caretaker,date,dbh,plot_size,latitude,longitude,tree_age
51683,DPW Maintained,Lophostemon confertus :: Brisbane Box,700 12th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2005-04-29,10.0,,37.77471608,-122.4701919,18.59
22217,Permitted Site,Lophostemon confertus :: Brisbane Box,4250X 03rd St,3.0,Sidewalk: Curb side : Cutout,Private,2008-01-18,6.0,3x3,37.73916513,-122.3893249,15.87
13232,DPW Maintained,Lophostemon confertus :: Brisbane Box,2301 LOMBARD ST,1.0,Sidewalk: Curb side : Cutout,DPW,1995-04-12,10.0,3X3,37.79921959,-122.4396091,28.64
43417,DPW Maintained,Lophostemon confertus :: Brisbane Box,246 02nd St,2.0,Sidewalk: Curb side : Cutout,Private,2000-07-18,10.0,,37.78595634,-122.3973674,23.37
22025,DPW Maintained,Lophostemon confertus :: Brisbane Box,2799 03rd St,14.0,Sidewalk: Curb side : Cutout,DPW,2013-01-19,6.0,3x3,37.75411643,-122.3877791,10.86
27474,DPW Maintained,Lophostemon confertus :: Brisbane Box,3101 03rd St,9.0,Sidewalk: Curb side : Cutout,Private,2000-12-19,3.0,3X3,37.74969567,-122.3873749,22.95
16197,DPW Maintained,Lophostemon confertus :: Brisbane Box,491 Monterey Blvd,1.0,Sidewalk: Curb side : Cutout,Private,1992-11-18,6.0,3X3,37.73144814,-122.4463236,31.03
3862,Permitted Site,Lophostemon confertus :: Brisbane Box,201X Cashmere St,20.0,Sidewalk: Curb side : Cutout,Private,2006-03-11,3.0,3X3,37.73658386,-122.3861908,17.72
7716,Permitted Site,Lophostemon confertus :: Brisbane Box,110X Franklin St,1.0,Sidewalk: Curb side : Cutout,Private,1995-11-30,6.0,3X3,37.77551252,-122.4208561,28.0
107363,Undocumented,Lophostemon confertus :: Brisbane Box,80X Fell St,4.0,Sidewalk: Curb side : Cutout,Private,2014-11-03,3.0,3x3,37.77649261,-122.4185092,9.07
23629,DPW Maintained,Lophostemon confertus :: Brisbane Box,51 Virginia Ave,1.0,Sidewalk: Curb side : Cutout,Private,2003-12-11,6.0,3X3,37.74285267,-122.420634,19.97
21903,DPW Maintained,Lophostemon confertus :: Brisbane Box,2130 03rd St,3.0,Sidewalk: Curb side : Cutout,DPW,1995-01-20,3.0,2X3,37.76275126,-122.3888652,28.86
28867,DPW Maintained,Lophostemon confertus :: Brisbane Box,75 01st St,2.0,Sidewalk: Curb side : Cutout,DPW,2006-02-11,3.0,3x3,37.79025689,-122.3980729,17.8
29316,DPW Maintained,Lophostemon confertus :: Brisbane Box,1250X Portola Dr,5.0,Median : Cutout,DPW,2005-10-14,3.0,3X3,37.74010894,-122.4627903,18.13
16069,DPW Maintained,Lophostemon confertus :: Brisbane Box,247 Monterey Blvd,1.0,Sidewalk: Curb side : Cutout,DPW,1992-04-22,12.0,3X3,37.73146218,-122.4408165,31.61
87724,DPW Maintained,Lophostemon confertus :: Brisbane Box,2238X Van Ness Ave,2.0,Median : Cutout,DPW,2008-04-18,3.0,3x3,37.79610995,-122.4234715,15.62
32654,Section 143,Lophostemon confertus :: Brisbane Box,260 05th St,1.0,Sidewalk: Curb side : Cutout,Private,2015-03-12,3.0,3x3,37.78072604,-122.4040836,8.72
34172,DPW Maintained,Lophostemon confertus :: Brisbane Box,1751 Sacramento St,2.0,Sidewalk: Curb side : Cutout,Private,1997-05-28,6.0,,37.79128876,-122.4220938,26.51
29140,Permitted Site,Lophostemon confertus :: Brisbane Box,65X Jones St,2.0,Sidewalk: Curb side : Cutout,Private,2014-09-22,3.0,3x3,37.78172806,-122.412236,9.19
29268,DPW Maintained,Lophostemon confertus :: Brisbane Box,300X Portola Dr,12.0,Median : Cutout,DPW,2005-10-14,3.0,3X3,37.74675569,-122.4464023,18.13
87500,DPW Maintained,Lophostemon confertus :: Brisbane Box,2289X 03rd St,1.0,Sidewalk: Curb side : Cutout,DPW,2008-01-18,3.0,3x3,37.76068447,-122.3882275,15.87
22906,DPW Maintained,Lophostemon confertus :: Brisbane Box,245 Valencia St,5.0,Sidewalk: Curb side : Cutout,DPW,2015-08-31,13.0,3X3,37.76906483,-122.4221718,8.25
76282,DPW Maintained,Lophostemon confertus :: Brisbane Box,2 Townsend St,7.0,Sidewalk: Curb side : Cutout,Private,1996-01-27,14.0,,37.78165892,-122.3893522,27.84
18086,DPW Maintained,Lophostemon confertus :: Brisbane Box,2992 Pine St,1.0,Sidewalk: Curb side : Cutout,DPW,2016-02-03,3.0,3x5,37.78656702,-122.4450782,7.82
29267,DPW Maintained,Lophostemon confertus :: Brisbane Box,300X Portola Dr,11.0,Median : Cutout,DPW,2005-10-14,3.0,3X3,37.74676415,-122.4463034,18.13
336,DPW Maintained,Lophostemon confertus :: Brisbane Box,3590X 19th Ave,3.0,Sidewalk: Curb side : Cutout,DPW,2015-11-07,3.0,2,37.72327763,-122.47485,8.06
350,DPW Maintained,Lophostemon confertus :: Brisbane Box,3590X 19th Ave,19.0,Sidewalk: Curb side : Cutout,DPW,2000-03-07,3.0,2,37.72327763,-122.47485,23.73
11112,DPW Maintained,Lophostemon confertus :: Brisbane Box,2028 Hyde St,1.0,Sidewalk: Curb side : Cutout,DPW,2012-06-29,3.0,3X3,37.79975778,-122.4190833,11.42
1817,DPW Maintained,Lophostemon confertus :: Brisbane Box,2104 Bay Shore Blvd,1.0,Sidewalk: Curb side : Cutout,DPW,2014-02-20,3.0,6x3,37.71367523,-122.4002876,9.77
201583,DPW Maintained,Lophostemon confertus :: Brisbane Box,501 Donahue St,1.0,Sidewalk: Curb side : Cutout,Private,2017-07-12,3.0,Width 5ft,37.72816779,-122.3706417,6.38
12355,DPW Maintained,Lophostemon confertus :: Brisbane Box,1275X Ellis St,1.0,Sidewalk: Curb side : Cutout,DPW,1997-06-10,6.0,3X3,37.78297771,-122.4270979,26.47
22346,DPW Maintained,Lophostemon confertus :: Brisbane Box,5280 03rd St,1.0,Sidewalk: Curb side : Cutout,DPW,2014-06-27,3.0,3x3,37.72954822,-122.3926894,9.43
216711,DPW Maintained,Lophostemon confertus :: Brisbane Box,922 Capitol Ave,1.0,Sidewalk: Curb side : Yard,Private,2017-10-13,3.0,Width 3ft,37.71865588,-122.4591217,6.13
121550,Planning Code 138.1 required,Lophostemon confertus :: Brisbane Box,1125 Mission St,1.0,Sidewalk: Curb side : Cutout,Private,2017-01-23,3.0,3x3,37.77862275,-122.4115521,6.85
29539,Permitted Site,Lophostemon confertus :: Brisbane Box,2708 Ingalls St,1.0,Sidewalk: Curb side : Cutout,Private,2006-02-28,7.0,3X3,37.72219791,-122.3903136,17.75
2356,DPW Maintained,Lophostemon confertus :: Brisbane Box,2425 Bryant St,1.0,Sidewalk: Curb side : Cutout,Private,1990-03-02,12.0,3X3,37.75559275,-122.4092894,33.75
5906,DPW Maintained,Lophostemon confertus :: Brisbane Box,1280 Eddy St,1.0,Sidewalk: Curb side : Cutout,DPW,1992-05-07,6.0,3X3,37.78219682,-122.4283587,31.56
256623,DPW Maintained,Lophostemon confertus :: Brisbane Box,162 Dorado Ter,1.0,Sidewalk: Curb side : Cutout,DPW,2019-08-10,3.0,3x3,37.72687454,-122.4618172,4.31
84733,Permitted Site,Lophostemon confertus :: Brisbane Box,111 Fell St,2.0,Sidewalk: Curb side : Cutout,Private,2009-08-31,3.0,3x3,37.77628808,-122.419702,14.25
16173,DPW Maintained,Lophostemon confertus :: Brisbane Box,430 Monterey Blvd,1.0,Sidewalk: Curb side : Cutout,DPW,1990-02-05,12.0,3X3,37.73165815,-122.4451089,33.82
29312,DPW Maintained,Lophostemon confertus :: Brisbane Box,1000X Portola Dr,15.0,Median : Cutout,DPW,2016-10-27,3.0,3X3,37.7416859,-122.4564821,7.09
24952,DPW Maintained,Lophostemon confertus :: Brisbane Box,3150 03rd St,2.0,Sidewalk: Curb side : Cutout,DPW,2015-02-06,3.0,1.5x2,37.74982939,-122.3876892,8.81
21909,DPW Maintained,Lophostemon confertus :: Brisbane Box,2177 03rd St,6.0,Sidewalk: Curb side : Cutout,Private,1995-02-08,3.0,3X3,37.76220427,-122.38855,28.81
15215,DPW Maintained,Lophostemon confertus :: Brisbane Box,1171 Mission St,3.0,Sidewalk: Curb side : Cutout,Private,1995-03-08,6.0,3X3,37.77784136,-122.4125026,28.73
5122,DPW Maintained,Lophostemon confertus :: Brisbane Box,2734 Diamond St,1.0,Sidewalk: Curb side : Cutout,DPW,1997-01-12,20.0,3X3,37.73564638,-122.434205,26.88
49696,Permitted Site,Lophostemon confertus :: Brisbane Box,363@ 15th ST Valencia St,2.0,Sidewalk: Curb side : Cutout,Private,2003-05-29,6.0,,37.76714558,-122.4220124,20.51
7743,Permitted Site,Lophostemon confertus :: Brisbane Box,355X Franklin St,3.0,Sidewalk: Curb side : Cutout,Private,2010-01-01,3.0,3x3,37.77771543,-122.4215457,13.91
76087,Undocumented,Lophostemon confertus :: Brisbane Box,49 Townsend St,6.0,Sidewalk: Curb side : Cutout,Private,1996-06-01,9.0,3x3,37.7811601,-122.3890524,27.5
29317,DPW Maintained,Lophostemon confertus :: Brisbane Box,1250X Portola Dr,6.0,Median : Cutout,DPW,2005-10-14,3.0,3X3,37.74009543,-122.4628743,18.13
107534,Permitted Site,Lophostemon confertus :: Brisbane Box,121 Golden Gate Ave,1.0,Sidewalk: Curb side : Cutout,Private,2014-09-22,3.0,3x3,37.78174862,-122.4125244,9.19
83454,DPW Maintained,Lophostemon confertus :: Brisbane Box,729 Tennessee St,5.0,Sidewalk: Curb side : Cutout,Private,2005-11-12,8.0,,37.76273604,-122.3896135,18.05
103539,DPW Maintained,Lophostemon confertus :: Brisbane Box,1591 Pacific Ave,5.0,Sidewalk: Curb side : Cutout,Private,2013-05-22,4.0,3x3,37.79502649,-122.4210626,10.52
107229,DPW Maintained,Lophostemon confertus :: Brisbane Box,800 Presidio Ave,7.0,Sidewalk: Curb side : Cutout,Private,2014-12-02,3.0,3x3,37.78444802,-122.4043075,8.99
253754,Planning Code 138.1 required,Lophostemon confertus :: Brisbane Box,2x Rhode Island St,8.0,Sidewalk: Curb side : Cutout,Private,2017-11-03,3.0,3x6,37.76919968,-122.4034736,6.07
9832,Permitted Site,Lophostemon confertus :: Brisbane Box,1103 Gough St,2.0,Sidewalk: Curb side : Cutout,Private,2009-08-22,3.0,4X4,37.78372872,-122.4244994,14.27
33956,DPW Maintained,Lophostemon confertus :: Brisbane Box,430 Hyde St,1.0,Sidewalk: Curb side : Cutout,Private,2008-06-23,5.0,3x3,37.78484612,-122.4160691,15.44
13294,Permitted Site,Lophostemon confertus :: Brisbane Box,2680X Lombard St,3.0,Sidewalk: Curb side : Cutout,Private,2001-11-16,8.0,3X3,37.79880824,-122.4456378,22.04
29305,DPW Maintained,Lophostemon confertus :: Brisbane Box,1000X Portola Dr,8.0,Median : Cutout,DPW,2005-10-14,3.0,3X3,37.7416859,-122.4564821,18.13
23914,DPW Maintained,Lophostemon confertus :: Brisbane Box,1623 Webster St,1.0,Sidewalk: Curb side : Cutout,DPW,2016-01-19,3.0,4X4,37.78556703,-122.4315768,7.86
29691,Permitted Site,Lophostemon confertus :: Brisbane Box,235X Hahn St,5.0,Sidewalk: Curb side : Cutout,Private,2006-03-17,3.0,3X3,37.71112929,-122.4161919,17.71
3858,Permitted Site,Lophostemon confertus :: Brisbane Box,201X Cashmere St,15.0,Sidewalk: Curb side : Cutout,Private,1996-08-16,6.0,3x3,37.73658386,-122.3861908,27.29
87555,DPW Maintained,Lophostemon confertus :: Brisbane Box,825 Newhall St,2.0,Sidewalk: Curb side : Cutout,DPW,2008-01-18,3.0,3x3,37.73953059,-122.38896,15.87
108703,DPW Maintained,Lophostemon confertus :: Brisbane Box,2436 Greenwich St,1.0,Sidewalk: Curb side : Cutout,Private,2015-01-02,3.0,3x3,37.79852117,-122.4397808,8.91
29303,DPW Maintained,Lophostemon confertus :: Brisbane Box,1000X Portola Dr,6.0,Median : Cutout,DPW,2014-08-23,3.0,3X3,37.7416859,-122.4564821,9.27
37943,DPW Maintained,Lophostemon confertus :: Brisbane Box,2642 03rd St,2.0,Sidewalk: Curb side : Cutout,Private,1998-07-08,8.0,,37.75620603,-122.3882284,25.4
5900,DPW Maintained,Lophostemon confertus :: Brisbane Box,1200 Eddy St,1.0,Sidewalk: Curb side : Cutout,DPW,1997-06-18,6.0,3X3,37.78219682,-122.4283587,26.45
21920,DPW Maintained,Lophostemon confertus :: Brisbane Box,2210X 03rd St,5.0,Sidewalk: Curb side : Cutout,DPW,1995-01-20,10.0,2X3,37.76160753,-122.3888235,28.86
16036,DPW Maintained,Lophostemon confertus :: Brisbane Box,160 Monterey Blvd,4.0,Sidewalk: Curb side : Cutout,Private,2007-03-11,3.0,3X3,37.7316802,-122.4388875,16.72
27469,DPW Maintained,Lophostemon confertus :: Brisbane Box,3201 03rd St,1.0,Sidewalk: Curb side : Cutout,Port,1999-12-10,3.0,3X3,37.74883265,-122.3872866,23.97
4601,DPW Maintained,Lophostemon confertus :: Brisbane Box,256 Columbus Ave,2.0,Sidewalk: Curb side : Cutout,DPW,2014-11-06,3.0,3x3,37.79766569,-122.4062492,9.07
29322,DPW Maintained,Lophostemon confertus :: Brisbane Box,1250X Portola Dr,11.0,Median : Cutout,DPW,2005-10-14,3.0,3X3,37.74004712,-122.4633411,18.13
253735,Planning Code 138.1 required,Lophostemon confertus :: Brisbane Box,1 Henry Adams St,1.0,Sidewalk: Curb side : Cutout,Private,2017-11-03,3.0,3x6,37.76919968,-122.4034736,6.07
7406,DPW Maintained,Lophostemon confertus :: Brisbane Box,1065 Folsom St,1.0,Sidewalk: Curb side : Cutout,DPW,2005-03-17,6.0,3X3,37.77714514,-122.4069124,18.7
29456,Permitted Site,Lophostemon confertus :: Brisbane Box,1809X Ingalls St,2.0,Sidewalk: Curb side : Cutout,Fire Dept,2008-02-27,3.0,3X3,37.72775297,-122.3851088,15.76
29729,DPW Maintained,Lophostemon confertus :: Brisbane Box,1250 Columbus Ave,4.0,Sidewalk: Curb side : Cutout,DPW,2006-08-19,8.0,4x4,37.80576503,-122.4175579,17.28
6261,DPW Maintained,Lophostemon confertus :: Brisbane Box,1338X Ellis St,4.0,Sidewalk: Curb side : Cutout,DPW,2005-02-15,3.0,3X3,37.7829361,-122.4285148,18.79
29265,DPW Maintained,Lophostemon confertus :: Brisbane Box,300X Portola Dr,9.0,Median : Cutout,DPW,2005-10-14,3.0,3X3,37.74679269,-122.4461122,18.13
29502,Permitted Site,Lophostemon confertus :: Brisbane Box,1750X Ingalls St,5.0,Sidewalk: Curb side : Cutout,Private,2006-02-28,8.0,3X3,37.72805492,-122.3850202,17.75
15235,Planning Code 138.1 required,Lophostemon confertus :: Brisbane Box,1321 Mission St,1.0,Sidewalk: Curb side : Cutout,Private,2015-01-27,3.0,3X3,37.77599135,-122.4149312,8.84
22978,DPW Maintained,Lophostemon confertus :: Brisbane Box,630 Valencia St,2.0,Sidewalk: Curb side : Cutout,Police Dept,1995-03-14,18.0,3X3,37.76280632,-122.421807,28.71
255699,Planning Code 138.1 required,Lophostemon confertus :: Brisbane Box,510 Townsend St,9.0,Sidewalk: Curb side : Cutout,Private,2018-06-27,3.0,3x3,37.77336903,-122.3999261,5.43
21926,DPW Maintained,Lophostemon confertus :: Brisbane Box,2325 03rd St,1.0,Sidewalk: Curb side : Cutout,DPW,2010-05-11,3.0,3x3,37.76017364,-122.3883266,13.56
4818,DPW Maintained,Lophostemon confertus :: Brisbane Box,398X Coleridge St,1.0,Sidewalk: Curb side : Cutout,DPW,2008-02-23,18.0,4X4,37.74063426,-122.4218041,15.77
22211,DPW Maintained,Lophostemon confertus :: Brisbane Box,4195X 03rd St,6.0,Sidewalk: Curb side : Cutout,DPW,2008-01-18,3.0,3X3,37.73952255,-122.388919,15.87
84735,Permitted Site,Lophostemon confertus :: Brisbane Box,111 Fell St,4.0,Sidewalk: Curb side : Cutout,Private,2009-08-31,3.0,3x3,37.77628808,-122.419702,14.25
15223,DPW Maintained,Lophostemon confertus :: Brisbane Box,1201 Mission St,2.0,Sidewalk: Curb side : Cutout,DPW,1995-03-07,12.0,3X3,37.77718866,-122.4133326,28.73
21943,DPW Maintained,Lophostemon confertus :: Brisbane Box,2400 03rd St,9.0,Sidewalk: Curb side : Cutout,Private,1995-01-20,3.0,3X3,37.75903877,-122.3885688,28.86
53065,DPW Maintained,Lophostemon confertus :: Brisbane Box,522@ GEARY BL Hyde St,2.0,Sidewalk: Curb side : Cutout,Private,2016-01-21,3.0,,37.7858379,-122.4162769,7.86
29347,DPW Maintained,Lophostemon confertus :: Brisbane Box,1500X Portola Dr,13.0,Median : Cutout,DPW,2006-01-16,3.0,3X3,37.73667874,-122.4693298,17.87
30783,DPW Maintained,Lophostemon confertus :: Brisbane Box,415 Bryant St,1.0,Sidewalk: Curb side : Cutout,Private,1995-01-31,13.0,,37.78266097,-122.3939874,28.83
201590,DPW Maintained,Lophostemon confertus :: Brisbane Box,451 Donahue St,6.0,Sidewalk: Curb side : Cutout,Private,2017-07-12,3.0,Width 5ft,37.72947582,-122.3694678,6.38
32096,DPW Maintained,Lophostemon confertus :: Brisbane Box,165 Hancock St,1.0,Sidewalk: Curb side : Cutout,Private,1995-08-09,15.0,,37.76021158,-122.4319222,28.31
9756,DPW Maintained,Lophostemon confertus :: Brisbane Box,735 Gough St,1.0,Sidewalk: Curb side : Cutout,DPW,2005-07-05,8.0,4x4,37.78025013,-122.4237452,18.4
68340,DPW Maintained,Lophostemon confertus :: Brisbane Box,431 15th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1993-08-09,10.0,,37.77989802,-122.4740024,30.31
49421,DPW Maintained,Lophostemon confertus :: Brisbane Box,1319 Greenwich St,1.0,Sidewalk: Curb side : Cutout,Private,2003-03-25,3.0,3x3,37.8007229,-122.4214447,20.68
6972,DPW Maintained,Lophostemon confertus :: Brisbane Box,735 Fell St,4.0,Sidewalk: Curb side : Cutout,DPW,1992-02-04,12.0,3X3,37.77494901,-122.4301916,31.82
251137,DPW Maintained,Lophostemon confertus :: Brisbane Box,25x Goettingen St,1.0,Front Yard : Cutout,Private,2017-03-10,3.0,3x3,37.73127935,-122.408344,6.72
107227,DPW Maintained,Lophostemon confertus :: Brisbane Box,800 Presidio Ave,5.0,Sidewalk: Curb side : Cutout,Private,2014-12-02,3.0,3x3,37.78444802,-122.4043075,8.99
